age,job,marital,education,default,housing,loan,contact,month,day_of_week,unique_id
57.0,blue-collar,married,unknown,unknown,yes,no,cellular,aug,wed,c15653c3-6752-4394-ac5e-a48ba28e0c79
35.0,technician,married,professional.course,no,no,no,cellular,aug,wed,6dbdf165-1341-4dc1-8b78-bbe449d95e4d
48.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,cae4e234-75bc-435c-b991-572ec9dd17ec
42.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,f2eea386-4f74-418c-8f95-84ae22616fdd
39.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,ae7e4a17-ea83-4b7c-94d1-448c8e599310
57.0,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,e4bd6613-298f-45f3-824a-3cf5fc96a184
32.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,40e46002-99f7-4f2f-8064-aeb1ba929420
44.0,technician,married,professional.course,unknown,unknown,unknown,cellular,aug,wed,289794a9-0b92-481e-953b-8b75b7cc605f
34.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,d34c801e-1671-4a9b-8cd7-ced475101d97
53.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,1b914ed0-252c-4555-8d41-d65221675220
55.0,retired,married,basic.4y,unknown,yes,yes,cellular,aug,wed,0c67081b-544d-44ff-a1b8-fe614cfac4ea
59.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,0d902cf3-0d4c-45ea-9234-03e450e171bd
46.0,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,3615eb18-dbd2-4741-95a9-d21606d81493
50.0,unemployed,married,high.school,unknown,yes,no,cellular,aug,wed,2741fe6c-d47b-4d01-b789-b0ad1902df73
46.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,f4620a22-1856-43f4-a090-2c353ec355bf
33.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,e895fe5f-66ef-4b27-bdf4-8adcbaba1a73
33.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,9d1cc996-f698-4c61-b9a6-83f49eabbb48
33.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,82349331-f480-416b-a94d-7ff9238cfa54
33.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,149204b4-2b21-4cfd-9acf-fe7fc10c68d3
33.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,19f8e808-03f8-4831-9788-2883a8b9c225
51.0,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,f89ddb19-ae7e-4a47-9ec2-1d3fe75b711c
47.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,745e3454-342a-4bdf-96bf-dd4b11d5fea9
33.0,technician,single,professional.course,no,no,no,cellular,aug,wed,9a84027a-cba3-4b87-8e6e-e0cebab1d7ed
51.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,ec11a62b-eb66-4c7c-8faf-dce4d4c6e920
52.0,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,99131e9d-5b9d-4223-b267-8061218526ff
47.0,admin.,married,high.school,unknown,yes,no,cellular,aug,wed,b4c71782-c387-4890-923e-e4eb11123117
51.0,admin.,married,high.school,no,no,no,cellular,aug,wed,8402c85b-21be-4e3e-b9bd-af12fcdb561a
31.0,technician,single,university.degree,no,no,no,cellular,aug,wed,a8649789-74b3-40cd-971d-7cbf6439a72a
31.0,technician,single,university.degree,no,unknown,unknown,cellular,aug,wed,0203e90a-55e2-48d1-b252-d10d70723aa9
29.0,technician,single,university.degree,no,yes,yes,cellular,aug,wed,a2993a4e-6f62-4fd9-a6a1-33f4ce975ee6
45.0,retired,married,basic.9y,no,yes,no,cellular,aug,wed,0a5b7ec9-8d33-49df-a9ea-9f44c1c87e26
31.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,ac3636de-9b8f-448a-b233-f57c407022c1
43.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,1a36f318-700b-41d9-a8d7-7284540e2155
56.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,f88da751-261b-44e0-98a8-beba89b6e53f
52.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,88005342-1df7-4604-8424-c175e35df9a3
49.0,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,9734fa92-3747-45e6-b289-ef3d7b3f3645
51.0,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,3ed8484d-72d8-4ffa-aaec-2cdeba396de3
51.0,entrepreneur,married,basic.9y,no,no,no,cellular,aug,wed,2ed85b73-8174-473f-99ab-e8567928008a
56.0,retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,05e1e5ff-335b-489f-a772-8b16bd368e29
48.0,admin.,married,professional.course,no,no,no,cellular,aug,wed,f0336dc5-cbf0-436f-aa98-22500e578165
56.0,retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,69e39f68-39cd-4d62-af62-74cd1a0f2176
41.0,admin.,divorced,high.school,no,no,no,cellular,aug,wed,3fd11ecf-3cd6-40fd-9774-a5620f897ad9
33.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,2cbaf90b-c63b-4bc0-aa23-9b2c6aaeeae8
44.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,9379392f-8a9f-43c4-8808-d48cd37140ee
45.0,retired,married,basic.9y,no,yes,no,cellular,aug,wed,0c8b9545-ada8-40ec-b7a5-97a4059f2468
45.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,be403126-5a93-40f8-ab13-ee891eb77d04
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,76b3d44a-335c-4e7e-a852-9dd2e4921244
45.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,a2ca06ca-e456-4961-97b9-5fa7b275f149
45.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,63ce1fc0-f920-4525-8439-c56edc7b9dd6
58.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,4eb57bb1-8113-49be-b825-868e7d3fcfda
37.0,management,married,university.degree,unknown,no,no,cellular,aug,wed,d9886540-c6d8-4627-b43a-779af9fe2ab2
46.0,blue-collar,married,high.school,no,no,no,cellular,aug,wed,1efdff32-c495-4338-a286-74f748a2d0f2
47.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,76a8734a-1969-4fe6-b904-b26820eb2a15
59.0,technician,married,professional.course,no,no,no,cellular,aug,wed,55460245-dfab-4b63-875b-dcba073d9b60
55.0,admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,33a9d639-853a-4687-b3c5-5892fbaba9f8
31.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,f8f8549f-6acd-4473-981b-b37c5127350e
56.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,639e4d26-7132-4425-a363-eef512e76cc7
31.0,technician,single,professional.course,no,yes,no,telephone,aug,wed,fdce6695-0ae4-4150-b8bf-64ac22510616
45.0,technician,married,professional.course,no,no,no,cellular,aug,wed,33d28789-d0dc-4be0-a06e-13546377201d
59.0,housemaid,married,basic.4y,unknown,no,no,cellular,aug,wed,230bd587-6d18-4739-bab6-96e9c294a573
31.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,e8e889e1-b139-47da-8da1-6e2654395e9c
60.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,e2a9a1f7-8992-43a7-aed7-e307110253a0
52.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,20906a9c-1f40-432d-8bfc-03565fac21d6
37.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,1b195345-382e-4ae1-9c18-2ef76b8b8a6b
34.0,technician,married,university.degree,no,yes,yes,cellular,aug,wed,93cf4017-48d5-4af2-bd5e-17e93eb9cbb4
51.0,technician,married,high.school,unknown,no,no,cellular,aug,wed,d31aa249-9d74-4c3e-90d3-3adf0fe786ed
36.0,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,wed,bda4ac7d-17ab-441c-ab73-da651acf9ccd
50.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,e5df6308-5e9f-481e-b430-8683c46cb934
44.0,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,fdbea91d-3449-4142-a9c1-0e7947b5dfbb
48.0,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,24be6c7d-0250-4ca5-9bd0-6393f008e52d
54.0,technician,married,professional.course,no,no,no,cellular,aug,wed,0903e0a4-7b43-424b-b93f-d1f0b847c96f
48.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,9f7551a3-e861-44ce-9ace-a039098e973c
41.0,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,ed1f549f-769e-4cae-b205-336f6f49f42f
42.0,management,married,high.school,no,no,no,cellular,aug,wed,44c32769-cfcd-4224-b492-873b83d979dc
34.0,unknown,married,unknown,unknown,no,no,cellular,aug,wed,69006986-e00d-4fa9-96bc-cbe08a1b9289
46.0,admin.,single,university.degree,no,unknown,unknown,cellular,aug,wed,36331987-72ac-4f9a-8b7b-9ea1b2f9e457
37.0,technician,single,professional.course,no,no,yes,cellular,aug,wed,4c9adde4-13cd-4901-8123-2a5827e3ce4d
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,574c0d77-1560-4e01-bfd4-558581464a6c
47.0,management,married,university.degree,no,yes,no,cellular,aug,wed,00bd91d1-7393-4551-9687-34f268dddb3b
34.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,f5bdbe44-d1c9-4e81-afd8-26a8de4007f7
34.0,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,4c9f9c6a-2ec3-485b-8c08-f8dad1a1348b
45.0,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,941cb301-6a5b-4e3e-87b4-19c0ade2e58c
36.0,technician,single,professional.course,no,no,no,cellular,aug,wed,ea1ebd2e-a568-4a77-8797-ff53f6cfbbe3
46.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,bec2c115-bd11-4d3b-8cc5-176172ccbeee
41.0,technician,married,high.school,no,no,no,cellular,aug,wed,84cd8eee-3280-454c-997b-5a3b519625af
32.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,89b6008b-78f6-452a-830b-cf41a3155824
34.0,admin.,married,professional.course,no,yes,no,cellular,aug,wed,30fbf121-43a3-407b-8ee1-ab0f0c1e07c9
37.0,management,married,university.degree,no,yes,no,cellular,aug,wed,1e8f255d-6359-4bab-a263-4bf2d7def926
33.0,entrepreneur,married,university.degree,no,no,no,cellular,aug,wed,ac74279a-1f6b-4f1e-8aab-40dbb41dd6cf
37.0,management,married,university.degree,no,yes,no,cellular,aug,wed,bfd9c894-2d31-4b43-be1d-6b018cb47699
32.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,77cdf837-bf4f-49c9-a425-475d4fa67103
37.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,b6d51146-8792-44df-b0b8-08f43fff6195
42.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,3ef70264-70e2-4313-8cfd-50d97ca4228a
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,21d0e946-9ae8-419e-bb4b-2733211a9637
46.0,management,married,high.school,no,no,no,cellular,aug,wed,30b80073-f409-4632-b600-b19256722807
43.0,technician,married,professional.course,unknown,no,no,cellular,aug,wed,f576197f-7df5-48f4-b460-2a183e509101
58.0,retired,married,professional.course,no,yes,no,cellular,aug,wed,4bd241cd-4ebb-4bd7-885e-3850a6d14ee2
32.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,04fbe567-c4c7-4796-8614-b9c1e0b17c2b
30.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,9dfd9bcd-dd82-4990-ad78-552bda1aafad
42.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,20ac0004-f4ea-4664-a7b1-fdf2d4428900
57.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,699334ce-52c9-43b0-a7ec-56fb610d4f6c
43.0,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,50de4cf3-ea81-418f-a60b-36c305ce48cf
59.0,retired,married,high.school,no,no,no,cellular,aug,wed,42620466-5aee-4474-9db3-0aa0a3c89ec0
48.0,admin.,married,high.school,unknown,no,no,cellular,aug,wed,598d1b47-9b67-4994-b903-0f36ed317c07
34.0,admin.,divorced,high.school,no,no,no,cellular,aug,wed,3c6172a7-f3c6-4082-92c5-ff1b1a3182ee
53.0,technician,single,professional.course,no,no,no,cellular,aug,wed,1401d3ff-cc13-4bff-8a71-2610b4d42382
54.0,retired,married,high.school,no,no,no,cellular,aug,wed,f7ae6413-7906-4227-93e7-1f220fb030d1
42.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,faa2244d-c979-4d50-8a15-19b4bf938d97
33.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,85c3c68c-0836-48ec-a52e-ab9f9af32f33
45.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,2565941b-a179-46c0-b325-b547eec98020
35.0,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,f372d9e2-4bc4-4f16-bd29-31f789b6504a
43.0,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,331e6cc7-3322-4c09-970d-31a1f5310a55
37.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,ee240acb-a33d-42da-b3d3-73afd397bdb9
31.0,services,married,professional.course,unknown,no,yes,cellular,aug,wed,74ed6f58-32a9-479f-910a-1fb2605a2da5
33.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,177431e4-2d52-4b3a-8803-f0f1ba5b7681
29.0,technician,single,university.degree,no,yes,yes,cellular,aug,wed,0d840913-2ebe-4243-bd5f-8393255250ff
41.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,aa74b25e-5a5a-43bd-a9af-a636ba2715e0
32.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,68d04776-ee4b-411e-ac2c-c776e5a301c3
49.0,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,efc91bd2-ef44-4ad0-b64b-07e8a0af43c8
55.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,14ef7efc-623d-44c1-95f9-e3a2ef92fd18
32.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,4d3bceb3-b67e-4ccf-acf9-2ddf6a956d3a
29.0,management,married,university.degree,no,no,yes,cellular,aug,wed,d6a5fc4f-1438-4cde-ad00-7cdc666519d5
47.0,entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed,2aec50e3-181c-41e9-b004-6b902473e681
30.0,self-employed,single,university.degree,no,yes,yes,cellular,aug,wed,ea324f3e-7637-4002-8934-f77ee462cf00
39.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,9a8022e9-4056-4a4e-9c16-c35fa27cdfb1
47.0,management,married,university.degree,no,yes,yes,cellular,aug,wed,dc922675-1b24-4fdc-90fa-99127f6cb68d
49.0,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,3be62bce-4e94-4793-9f3e-bb35e175d242
31.0,technician,single,university.degree,no,yes,yes,cellular,aug,wed,0504fb10-6ecb-4dae-adad-9c14843e4a16
52.0,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,d93a167a-8ce5-4e61-a2ac-4b90948b155d
42.0,technician,married,professional.course,no,yes,yes,cellular,aug,wed,5b2aae57-cf4a-4d25-8770-739cf2a4ab4b
43.0,admin.,single,university.degree,no,no,yes,cellular,aug,wed,0b9d7745-2009-405e-b3d8-e4a231edcaf7
46.0,management,married,high.school,no,yes,yes,cellular,aug,wed,26d549eb-986f-4ed4-8047-eb5582d8b755
35.0,technician,married,professional.course,no,yes,yes,cellular,aug,thu,81cea7ce-6575-4e53-af06-3b4b195adc1d
42.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,ff9beafe-6b75-4be1-bbc8-3e83aa57b4e1
45.0,technician,divorced,professional.course,no,no,no,cellular,aug,thu,8acffd6a-55b2-4292-a1b6-a279cf119b1a
45.0,unemployed,married,high.school,no,no,no,cellular,aug,thu,21d82b18-f85d-49fc-8712-57fcd94fc343
43.0,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,5b4a8172-61cd-4408-8bd4-0de6b9fb43a9
48.0,technician,married,high.school,no,no,no,cellular,aug,thu,a17423b5-2d8f-473b-8dec-5e2ab0da2c0a
41.0,technician,married,unknown,unknown,yes,yes,cellular,aug,thu,5b924aa6-5585-42c8-aabc-d91531db53ab
37.0,technician,married,high.school,unknown,no,no,cellular,aug,thu,c48f6e86-3655-4d90-98fc-41f53d541e01
30.0,technician,single,university.degree,no,yes,yes,cellular,aug,thu,1fe4081d-51c7-4f47-b41d-c474868a2ded
36.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,685a0b30-12bb-4b57-a38d-cf20c953e51e
33.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,64670d73-af52-4b34-855a-2c75853d2bc9
44.0,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,9916c35c-7e57-4429-98d5-d6813247ae9b
47.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,053f48f3-4234-4b2e-b6f3-e556e437d9a6
47.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,86681e70-fb6a-446f-8371-95433514c0cb
39.0,technician,single,professional.course,no,no,no,cellular,aug,thu,11d3f1dd-1481-44e2-8c17-fde50614ed4b
39.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,529c8732-ac83-4c13-91aa-dccece9a3399
32.0,technician,single,university.degree,no,no,no,cellular,aug,thu,73798092-3af0-4c8a-a8c5-4c06c3f5d3d3
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,7910476e-76a0-4655-a31f-5f975bab9951
47.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,53c93768-c530-4e71-972b-d26a9650ae21
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,e1577381-b0b7-4c06-9eb2-29b4ce14781d
32.0,technician,married,university.degree,no,no,yes,cellular,aug,thu,7b5f9ebc-3fab-4f7c-9668-506dd035ca8e
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,deaea529-e48b-4fca-bf07-4e0ecbcfb7f4
30.0,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,87d37af3-97d8-4b13-90f1-54cf963fce62
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,7aa6d7b2-fe07-453f-8f9a-2dfb0e063d10
30.0,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,661f1f6b-8387-4e41-ae6d-fa3e5fdc6df4
30.0,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,8d58cbac-5145-4571-ba34-50e67212ca89
30.0,technician,single,university.degree,unknown,no,no,cellular,aug,thu,6f7256c3-5bed-430b-a47a-4487d9014e02
32.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,d66037b3-4ad7-419d-a536-f027cd768b4e
30.0,technician,married,high.school,no,no,no,cellular,aug,thu,e46e91e9-a431-41c3-85d1-171e08d65b3c
39.0,technician,single,university.degree,no,no,no,cellular,aug,thu,85470267-55ca-4e10-8e5d-ccc34db0086e
30.0,technician,single,university.degree,unknown,no,no,cellular,aug,thu,f9e50738-b703-464b-be3c-9222ff4fd4fd
38.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,2637ca2d-4e35-472a-ac66-d54ff3a5e1b9
38.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,e2ab8585-5f9a-482e-b413-3d53d3f35d5c
39.0,technician,single,university.degree,no,yes,no,cellular,aug,thu,2e68a0c4-f8d2-4023-a0d7-f509f59c7cd3
48.0,admin.,married,high.school,no,no,no,cellular,aug,thu,9b8f89e0-92e1-4b1b-9000-b4e89030af56
51.0,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,thu,dfbc1d85-b8f6-4bc2-bf37-9e541408c803
34.0,student,single,university.degree,no,no,no,cellular,aug,thu,dcca6721-faa5-4a68-8daf-2e6148dabb37
29.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,8358c3ba-2253-4522-9cb9-d860ed37f4bd
56.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,748256b9-f0af-4e0b-9da6-42e8e8189a2e
39.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,766e3892-f7a3-4b7b-b35a-575e04c9a656
48.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,dc72e700-1e9b-4d3f-943e-c19e3ab709ea
30.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,63146a6d-c8fc-4b9d-a97d-95d00679843d
44.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,a549cb79-3c09-4975-bdeb-ecbd541f6b9b
46.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,23d815e7-5ceb-4c17-b390-ee02fd95cfca
39.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,c1553844-8f86-4603-9e5f-de6e6c35500d
38.0,services,single,high.school,no,yes,no,cellular,aug,thu,e206b0b6-c146-4f5f-8b34-8d2a157fffcb
46.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,fd215f9d-2f48-44a3-98e0-1446e70cd8ee
30.0,student,single,university.degree,no,yes,yes,cellular,aug,thu,fee64d03-78e0-4056-8e15-bffd9d3d5c01
46.0,self-employed,married,basic.4y,no,no,yes,cellular,aug,thu,a6922b9c-eff5-4358-8dde-2ab0fc922fde
48.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,aee8a4f7-1964-4e2f-996d-4816bd4742bc
48.0,admin.,married,unknown,no,no,no,cellular,aug,thu,ac23ca19-f9b4-47b8-9864-c83badaae87e
48.0,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,5b53bdd6-f527-4bf6-a403-899342dc7b6e
48.0,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,3400de0d-8159-4d03-a03e-ebc897e39c7e
36.0,technician,married,university.degree,no,yes,yes,cellular,aug,thu,d546ff15-73d8-401f-93bf-de2508de09e2
54.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,thu,79fdfe28-2242-4966-9698-4607531f27a5
46.0,technician,single,professional.course,no,no,no,cellular,aug,thu,c5309932-100a-455c-9ec8-61cccbbfd6ad
36.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,ecd175f4-b502-4768-991e-485a9863ba74
35.0,technician,single,university.degree,no,yes,no,cellular,aug,thu,b16e4501-aeb9-4871-83ff-c974be7fb4d9
35.0,technician,single,university.degree,no,yes,no,cellular,aug,thu,9c6cb2c0-2843-486e-8d9e-04caf4eb087c
31.0,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu,d8d875bd-8d0c-4238-815e-928e3c249932
35.0,technician,single,university.degree,no,yes,yes,cellular,aug,thu,6d813954-630e-4215-a5be-80201f86d213
31.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,8dbdac5d-0257-425d-b153-def95c7a362c
35.0,technician,single,university.degree,no,yes,yes,cellular,aug,thu,42b33384-4fb4-4e8c-b8b7-340b3fe78dd8
35.0,technician,single,university.degree,no,no,no,cellular,aug,thu,2df4fb49-796b-48ab-85ee-904319b2bd82
52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,4f66057a-77f0-4902-a357-d62cd28f77cb
29.0,technician,single,high.school,no,no,no,cellular,aug,thu,6937c6f1-0f85-48fc-bcf8-5332c5f33896
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,0021914d-4ae9-4cc2-ba7e-376ac3f5ffb7
44.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,ccb15b69-43a4-4b8c-817e-10c35b51f8a7
29.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,550a69a5-d1c3-4780-9c26-704ea4d93e35
